sample-id	forward-absolute-filepath	reverse-absolute-filepath
SRR11851974	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11851974_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11851974_2.fastq.gz
SRR11851975	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11851975_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11851975_2.fastq.gz
SRR11851978	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11851978_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11851978_2.fastq.gz
SRR11851989	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11851989_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11851989_2.fastq.gz
SRR11852000	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852000_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852000_2.fastq.gz
SRR11852011	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852011_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852011_2.fastq.gz
SRR11852016	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852016_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852016_2.fastq.gz
SRR11852017	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852017_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852017_2.fastq.gz
SRR11852018	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852018_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852018_2.fastq.gz
SRR11852019	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852019_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852019_2.fastq.gz
SRR11852020	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852020_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852020_2.fastq.gz
SRR11852021	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852021_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852021_2.fastq.gz
SRR11852022	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852022_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852022_2.fastq.gz
SRR11852023	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852023_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852023_2.fastq.gz
SRR11852024	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852024_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852024_2.fastq.gz
SRR11852025	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852025_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852025_2.fastq.gz
SRR11852026	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852026_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852026_2.fastq.gz
SRR11852027	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852027_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852027_2.fastq.gz
SRR11852028	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852028_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852028_2.fastq.gz
SRR11852029	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852029_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852029_2.fastq.gz
SRR11852030	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852030_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852030_2.fastq.gz
SRR11852032	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852032_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852032_2.fastq.gz
SRR11852033	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852033_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852033_2.fastq.gz
SRR11852034	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852034_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852034_2.fastq.gz
SRR11852035	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852035_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852035_2.fastq.gz
SRR11852036	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852036_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852036_2.fastq.gz
SRR11852037	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852037_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852037_2.fastq.gz
SRR11852038	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852038_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852038_2.fastq.gz
SRR11852039	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852039_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852039_2.fastq.gz
SRR11852040	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852040_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852040_2.fastq.gz
SRR11852041	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852041_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852041_2.fastq.gz
SRR11852042	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852042_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852042_2.fastq.gz
SRR11852043	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852043_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852043_2.fastq.gz
SRR11852044	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852044_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852044_2.fastq.gz
SRR11852045	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852045_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-06/raw/samples/SRR11852045_2.fastq.gz
