sample-id	forward-absolute-filepath	reverse-absolute-filepath
ERR10890547	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890547_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890547_2.fastq.gz
ERR10890548	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890548_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890548_2.fastq.gz
ERR10890549	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890549_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890549_2.fastq.gz
ERR10890550	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890550_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890550_2.fastq.gz
ERR10890551	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890551_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890551_2.fastq.gz
ERR10890552	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890552_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890552_2.fastq.gz
ERR10890553	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890553_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890553_2.fastq.gz
ERR10890554	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890554_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890554_2.fastq.gz
ERR10890555	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890555_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890555_2.fastq.gz
ERR10890556	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890556_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890556_2.fastq.gz
ERR10890557	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890557_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890557_2.fastq.gz
ERR10890558	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890558_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890558_2.fastq.gz
ERR10890559	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890559_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890559_2.fastq.gz
ERR10890560	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890560_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890560_2.fastq.gz
ERR10890561	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890561_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890561_2.fastq.gz
ERR10890562	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890562_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890562_2.fastq.gz
ERR10890563	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890563_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890563_2.fastq.gz
ERR10890564	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890564_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890564_2.fastq.gz
ERR10890565	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890565_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890565_2.fastq.gz
ERR10890566	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890566_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890566_2.fastq.gz
ERR10890567	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890567_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890567_2.fastq.gz
ERR10890568	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890568_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890568_2.fastq.gz
ERR10890569	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890569_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890569_2.fastq.gz
ERR10890570	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890570_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890570_2.fastq.gz
ERR10890571	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890571_1.fastq.gz	/home/edson/projetos/ic/projeto-mpb/data/projeto-02/raw/samples/ERR10890571_2.fastq.gz
